Name,Score,Genres,Type,Episodes,Aired,Premiered,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
The Reflection,5.14,"Action, Super Power",TV,12,"Jul 22, 2017 to Oct 7, 2017",Summer 2017,Studio Deen,Original,25 min. per ep.,PG-13 - Teens 13 or older,10418.0,3157,26983,14,1688,5189,1052,7807,11247
Kekkai Sensen & Beyond,7.88,"Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,Bones,Manga,24 min. per ep.,R - 17+ (violence & profanity),703.0,470,300721,1315,22796,176812,9803,6897,84413
Yami Shibai 4,5.73,"Dementia, Horror, Supernatural",TV,13,"Jan 16, 2017 to Mar 27, 2017",Winter 2017,ILCA,Original,4 min. per ep.,PG-13 - Teens 13 or older,9052.0,3616,20474,9,853,14119,308,532,4662
Tsukipro The Animation,6.73,Music,TV,13,"Oct 4, 2017 to Dec 27, 2017",Fall 2017,PRA,Music,23 min. per ep.,PG-13 - Teens 13 or older,4748.0,4385,13145,105,1103,3769,483,1447,6343
Sakura Quest,7.41,"Slice of Life, Comedy",TV,25,"Apr 6, 2017 to Sep 21, 2017",Spring 2017,P.A. Works,Original,23 min. per ep.,PG-13 - Teens 13 or older,1878.0,1210,121626,437,14041,37985,9278,13026,47296
Death March kara Hajimaru Isekai Kyousoukyoku,6.54,"Adventure, Fantasy, Harem",TV,12,"Jan 11, 2018 to Mar 29, 2018",Winter 2018,"SILVER LINK., Connect",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5663.0,411,334103,1543,22892,239264,4715,17246,49986
Kenka Banchou Otome: Girl Beats Boys,6.45,"Action, Martial Arts, School, Shoujo",TV,12,"Apr 12, 2017 to Jun 28, 2017",Spring 2017,"Project No.9, A-Real",Visual novel,8 min. per ep.,PG-13 - Teens 13 or older,6183.0,2051,57888,167,3969,35450,1256,2932,14281
Inazma Delivery,6.33,"Action, Sci-Fi, Comedy",TV,10,"Dec 9, 2016 to Feb 10, 2017",Winter 2017,Kanaban Graphics,Original,2 min. per ep.,PG-13 - Teens 13 or older,6735.0,11141,745,2,49,292,13,117,274
Hei Mao Jing Zhang,5.62,"Action, Adventure, Cars, Comedy, Kids, Police",TV,5,"Jan, 1984 to Dec, 1984",Winter 1984,Shanghai Animation Film Studio,Original,18 min. per ep.,PG - Children,9377.0,12953,363,0,15,185,4,51,108
"Wake Up, Girls! Shin Shou",6.5,"Music, Drama",TV,12,"Oct 10, 2017 to Jan 8, 2018",Fall 2017,Millepensee,Original,23 min. per ep.,PG-13 - Teens 13 or older,5912.0,4763,10763,15,842,3724,397,713,5087
Centaur no Nayami,6.48,"Slice of Life, Comedy, Fantasy, School, Seinen",TV,12,"Jul 9, 2017 to Sep 24, 2017",Summer 2017,Haoliners Animation League,Manga,23 min. per ep.,R+ - Mild Nudity,5981.0,1806,71320,107,5645,35593,2727,8677,18678
Inuyashiki,7.7,"Action, Drama, Psychological, Sci-Fi, Seinen",TV,11,"Oct 13, 2017 to Dec 22, 2017",Fall 2017,MAPPA,Manga,22 min. per ep.,R - 17+ (violence & profanity),1029.0,318,420332,2556,27595,249599,10375,14962,117801
Dive!!,6.08,"Comedy, Sports",TV,12,"Jul 7, 2017 to Sep 22, 2017",Summer 2017,Zero-G,Novel,22 min. per ep.,PG-13 - Teens 13 or older,7893.0,2527,40480,62,3444,15954,1789,6069,13224
Shoukoku no Altair,7.55,"Military, Adventure, Historical, Drama, Fantasy, Shounen",TV,24,"Jul 8, 2017 to Dec 23, 2017",Summer 2017,MAPPA,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1411.0,2048,58212,288,6461,19115,3344,6849,22443
Warau Salesman New,6.27,"Comedy, Drama, Seinen",TV,12,"Apr 3, 2017 to Jun 19, 2017",Spring 2017,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,7046.0,4092,15617,13,1382,5880,849,3776,3730
